10	25617
11	25052
12	24492
13	18338
14	16543
15	15594
16	16730
17	14823
18	15107
19	11197
1	39811
20	12533
21	7130
22	7259
23	21101
2	41799
3	34904
4	32448
5	30354
6	36446
7	28119
8	26332
9	21805
TOTAL	523534
