10	24067
11	23362
12	22955
13	17228
14	15529
15	14613
16	15649
17	13856
18	14230
19	10415
1	37178
20	11760
21	6704
22	6805
2	38926
3	32742
4	30311
5	28445
6	34320
7	26330
8	24591
9	20470
TOTAL	470486
