bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well
10_13_11,12994_a,hg38,332,383,887,10,13,11,A10,B1,A11
10_13_19,12994_a,hg38,2183,3456,7419,10,13,19,A10,B1,B7
10_13_35,12994_a,hg38,775,1055,2333,10,13,35,A10,B1,C11
10_13_42,12994_a,hg38,420,523,1092,10,13,42,A10,B1,D6
10_13_62,12994_a,hg38,1426,1963,4166,10,13,62,A10,B1,F2
10_13_84,12994_a,hg38,1141,1807,4198,10,13,84,A10,B1,G12
10_14_18,12994_a,hg38,322,389,810,10,14,18,A10,B2,B6
10_14_19,12994_a,hg38,1331,2037,4371,10,14,19,A10,B2,B7
10_14_23,12994_a,hg38,314,367,862,10,14,23,A10,B2,B11
10_14_30,12994_a,hg38,796,1107,2487,10,14,30,A10,B2,C6
10_15_58,12994_a,hg38,296,370,802,10,15,58,A10,B3,E10
10_15_80,12994_a,hg38,6861,24592,55567,10,15,80,A10,B3,G8
10_15_95,12994_a,hg38,1027,1480,3271,10,15,95,A10,B3,H11
10_16_08,12994_a,hg38,770,974,2180,10,16,8,A10,B4,A8
10_16_78,12994_a,hg38,321,380,828,10,16,78,A10,B4,G6
10_16_80,12994_a,hg38,286,338,744,10,16,80,A10,B4,G8
10_17_10,12994_a,hg38,434,532,1076,10,17,10,A10,B5,A10
10_17_41,12994_a,hg38,621,803,1740,10,17,41,A10,B5,D5
10_17_72,12994_a,hg38,382,468,1113,10,17,72,A10,B5,F12
10_18_38,12994_a,hg38,775,997,2226,10,18,38,A10,B6,D2
10_18_69,12994_a,hg38,2181,3724,8125,10,18,69,A10,B6,F9
10_18_70,12994_a,hg38,412,509,1086,10,18,70,A10,B6,F10
10_18_90,12994_a,hg38,301,339,701,10,18,90,A10,B6,H6
10_18_91,12994_a,hg38,534,671,1441,10,18,91,A10,B6,H7
10_19_08,12994_a,hg38,550,702,1536,10,19,8,A10,B7,A8
10_19_10,12994_a,hg38,1006,1485,3121,10,19,10,A10,B7,A10
10_19_12,12994_a,hg38,428,520,1155,10,19,12,A10,B7,A12
10_19_28,12994_a,hg38,629,787,1694,10,19,28,A10,B7,C4
10_19_35,12994_a,hg38,1424,2153,4552,10,19,35,A10,B7,C11
10_19_84,12994_a,hg38,512,622,1419,10,19,84,A10,B7,G12
10_20_09,12994_a,hg38,1130,1541,3237,10,20,9,A10,B8,A9
10_20_49,12994_a,hg38,1344,2117,4414,10,20,49,A10,B8,E1
10_20_83,12994_a,hg38,371,449,1023,10,20,83,A10,B8,G11
10_20_93,12994_a,hg38,1051,1412,2952,10,20,93,A10,B8,H9
10_21_18,12994_a,hg38,1164,1666,3737,10,21,18,A10,B9,B6
10_21_27,12994_a,hg38,372,456,1000,10,21,27,A10,B9,C3
10_21_34,12994_a,hg38,1457,2288,5129,10,21,34,A10,B9,C10
10_21_40,12994_a,hg38,1436,2232,5073,10,21,40,A10,B9,D4
10_21_66,12994_a,hg38,484,559,1290,10,21,66,A10,B9,F6
10_21_72,12994_a,hg38,1046,1512,3487,10,21,72,A10,B9,F12
10_22_42,12994_a,hg38,368,454,983,10,22,42,A10,B10,D6
10_22_71,12994_a,hg38,2227,4129,9118,10,22,71,A10,B10,F11
10_22_91,12994_a,hg38,621,777,1670,10,22,91,A10,B10,H7
10_22_96,12994_a,hg38,427,529,1165,10,22,96,A10,B10,H12
10_23_41,12994_a,hg38,431,541,1205,10,23,41,A10,B11,D5
10_23_52,12994_a,hg38,326,368,783,10,23,52,A10,B11,E4
10_23_54,12994_a,hg38,2737,5021,10849,10,23,54,A10,B11,E6
10_23_94,12994_a,hg38,2451,4252,9542,10,23,94,A10,B11,H10
10_24_06,12994_a,hg38,388,443,1033,10,24,6,A10,B12,A6
10_24_07,12994_a,hg38,3586,7815,17109,10,24,7,A10,B12,A7
10_24_44,12994_a,hg38,1274,2077,4470,10,24,44,A10,B12,D8
10_24_51,12994_a,hg38,2331,3793,8326,10,24,51,A10,B12,E3
10_24_63,12994_a,hg38,945,1256,2765,10,24,63,A10,B12,F3
10_24_64,12994_a,hg38,1118,1556,3441,10,24,64,A10,B12,F4
10_24_68,12994_a,hg38,1108,1540,3508,10,24,68,A10,B12,F8
10_24_96,12994_a,hg38,1074,1492,3265,10,24,96,A10,B12,H12
10_25_01,12994_a,hg38,683,859,1869,10,25,1,A10,C1,A1
10_25_32,12994_a,hg38,809,1039,2315,10,25,32,A10,C1,C8
10_25_49,12994_a,hg38,671,844,1833,10,25,49,A10,C1,E1
10_25_78,12994_a,hg38,694,956,2198,10,25,78,A10,C1,G6
10_26_46,12994_a,hg38,452,597,1325,10,26,46,A10,C2,D10
10_27_09,12994_a,hg38,767,988,2139,10,27,9,A10,C3,A9
10_27_50,12994_a,hg38,549,677,1527,10,27,50,A10,C3,E2
10_27_64,12994_a,hg38,294,322,702,10,27,64,A10,C3,F4
10_27_66,12994_a,hg38,660,871,1929,10,27,66,A10,C3,F6
10_27_68,12994_a,hg38,728,966,2119,10,27,68,A10,C3,F8
10_27_84,12994_a,hg38,466,562,1277,10,27,84,A10,C3,G12
10_27_91,12994_a,hg38,1232,1680,3783,10,27,91,A10,C3,H7
10_27_93,12994_a,hg38,669,776,1740,10,27,93,A10,C3,H9
10_28_05,12994_a,hg38,599,780,1654,10,28,5,A10,C4,A5
10_28_93,12994_a,hg38,6298,18925,42265,10,28,93,A10,C4,H9
10_29_28,12994_a,hg38,317,355,770,10,29,28,A10,C5,C4
10_29_43,12994_a,hg38,1250,1940,4294,10,29,43,A10,C5,D7
10_29_45,12994_a,hg38,827,1118,2469,10,29,45,A10,C5,D9
10_30_18,12994_a,hg38,565,689,1516,10,30,18,A10,C6,B6
10_30_43,12994_a,hg38,396,453,946,10,30,43,A10,C6,D7
10_30_48,12994_a,hg38,809,1031,2161,10,30,48,A10,C6,D12
10_31_15,12994_a,hg38,5434,14881,33433,10,31,15,A10,C7,B3
10_31_33,12994_a,hg38,1146,1666,3579,10,31,33,A10,C7,C9
10_31_44,12994_a,hg38,866,1166,2586,10,31,44,A10,C7,D8
10_31_48,12994_a,hg38,604,778,1680,10,31,48,A10,C7,D12
10_31_72,12994_a,hg38,1002,1487,3346,10,31,72,A10,C7,F12
10_32_02,12994_a,hg38,661,854,1864,10,32,2,A10,C8,A2
10_32_07,12994_a,hg38,999,1394,3064,10,32,7,A10,C8,A7
10_32_11,12994_a,hg38,2367,3698,8161,10,32,11,A10,C8,A11
10_32_14,12994_a,hg38,1083,1509,3338,10,32,14,A10,C8,B2
10_32_27,12994_a,hg38,2571,4493,9883,10,32,27,A10,C8,C3
10_32_46,12994_a,hg38,637,807,1841,10,32,46,A10,C8,D10
10_32_76,12994_a,hg38,1904,3265,7268,10,32,76,A10,C8,G4
10_32_92,12994_a,hg38,2833,5381,11897,10,32,92,A10,C8,H8
10_33_08,12994_a,hg38,748,1028,2201,10,33,8,A10,C9,A8
10_33_32,12994_a,hg38,824,1135,2419,10,33,32,A10,C9,C8
10_33_84,12994_a,hg38,568,749,1675,10,33,84,A10,C9,G12
10_34_41,12994_a,hg38,1865,2860,6336,10,34,41,A10,C10,D5
10_34_53,12994_a,hg38,494,590,1289,10,34,53,A10,C10,E5
10_34_55,12994_a,hg38,2323,3798,8495,10,34,55,A10,C10,E7
10_35_18,12994_a,hg38,851,1200,2620,10,35,18,A10,C11,B6
10_35_36,12994_a,hg38,4115,9569,20687,10,35,36,A10,C11,C12
10_35_54,12994_a,hg38,1923,3118,6844,10,35,54,A10,C11,E6
10_35_94,12994_a,hg38,1640,2933,6505,10,35,94,A10,C11,H10
10_36_32,12994_a,hg38,812,1020,2293,10,36,32,A10,C12,C8
10_36_47,12994_a,hg38,1375,2075,4428,10,36,47,A10,C12,D11
10_36_49,12994_a,hg38,1291,1965,4123,10,36,49,A10,C12,E1
10_36_79,12994_a,hg38,2696,4865,10737,10,36,79,A10,C12,G7
10_37_12,12994_a,hg38,1765,2647,6029,10,37,12,A10,D1,A12
10_37_23,12994_a,hg38,5790,16662,38390,10,37,23,A10,D1,B11
10_37_71,12994_a,hg38,1516,2323,5292,10,37,71,A10,D1,F11
10_38_10,12994_a,hg38,477,611,1320,10,38,10,A10,D2,A10
10_38_20,12994_a,hg38,626,775,1716,10,38,20,A10,D2,B8
10_38_41,12994_a,hg38,853,1122,2465,10,38,41,A10,D2,D5
10_38_46,12994_a,hg38,3943,8438,19323,10,38,46,A10,D2,D10
10_38_51,12994_a,hg38,2039,3591,8051,10,38,51,A10,D2,E3
10_38_57,12994_a,hg38,792,1111,2384,10,38,57,A10,D2,E9
10_39_10,12994_a,hg38,588,821,1711,10,39,10,A10,D3,A10
10_39_23,12994_a,hg38,1597,2364,5005,10,39,23,A10,D3,B11
10_39_32,12994_a,hg38,5482,15067,32017,10,39,32,A10,D3,C8
10_39_96,12994_a,hg38,1895,3046,6316,10,39,96,A10,D3,H12
10_40_10,12994_a,hg38,275,322,734,10,40,10,A10,D4,A10
10_40_34,12994_a,hg38,501,607,1370,10,40,34,A10,D4,C10
10_40_50,12994_a,hg38,876,1210,2828,10,40,50,A10,D4,E2
10_40_52,12994_a,hg38,409,492,1138,10,40,52,A10,D4,E4
10_40_69,12994_a,hg38,477,581,1295,10,40,69,A10,D4,F9
10_41_03,12994_a,hg38,956,1366,3026,10,41,3,A10,D5,A3
10_41_18,12994_a,hg38,1398,2024,4522,10,41,18,A10,D5,B6
10_42_28,12994_a,hg38,1806,2812,5955,10,42,28,A10,D6,C4
10_42_32,12994_a,hg38,1075,1546,3541,10,42,32,A10,D6,C8
10_42_33,12994_a,hg38,440,562,1252,10,42,33,A10,D6,C9
10_42_35,12994_a,hg38,282,332,725,10,42,35,A10,D6,C11
10_42_70,12994_a,hg38,821,1142,2626,10,42,70,A10,D6,F10
10_42_93,12994_a,hg38,452,555,1244,10,42,93,A10,D6,H9
10_43_42,12994_a,hg38,341,426,952,10,43,42,A10,D7,D6
10_43_83,12994_a,hg38,1060,1559,3398,10,43,83,A10,D7,G11
10_44_03,12994_a,hg38,707,990,2186,10,44,3,A10,D8,A3
10_44_15,12994_a,hg38,380,418,883,10,44,15,A10,D8,B3
10_44_23,12994_a,hg38,448,543,1213,10,44,23,A10,D8,B11
10_44_31,12994_a,hg38,438,507,1017,10,44,31,A10,D8,C7
10_45_16,12994_a,hg38,664,887,1985,10,45,16,A10,D9,B4
10_45_61,12994_a,hg38,326,390,878,10,45,61,A10,D9,F1
10_45_67,12994_a,hg38,1856,2770,6274,10,45,67,A10,D9,F7
10_45_80,12994_a,hg38,614,832,1782,10,45,80,A10,D9,G8
10_46_08,12994_a,hg38,966,1399,3165,10,46,8,A10,D10,A8
10_46_11,12994_a,hg38,835,1194,2698,10,46,11,A10,D10,A11
10_46_42,12994_a,hg38,628,855,1931,10,46,42,A10,D10,D6
10_47_12,12994_a,hg38,1880,3205,7004,10,47,12,A10,D11,A12
10_47_27,12994_a,hg38,435,534,1070,10,47,27,A10,D11,C3
10_47_61,12994_a,hg38,303,366,796,10,47,61,A10,D11,F1
10_48_17,12994_a,hg38,349,399,864,10,48,17,A10,D12,B5
10_48_29,12994_a,hg38,885,1233,2620,10,48,29,A10,D12,C5
10_48_31,12994_a,hg38,1402,2054,4319,10,48,31,A10,D12,C7
10_48_78,12994_a,hg38,3659,7609,17339,10,48,78,A10,D12,G6
10_48_96,12994_a,hg38,276,323,720,10,48,96,A10,D12,H12
10_49_15,12994_a,hg38,292,321,710,10,49,15,A10,E1,B3
10_49_95,12994_a,hg38,1087,1501,3269,10,49,95,A10,E1,H11
10_50_13,12994_a,hg38,725,976,2137,10,50,13,A10,E2,B1
10_50_24,12994_a,hg38,487,593,1337,10,50,24,A10,E2,B12
10_50_68,12994_a,hg38,272,320,661,10,50,68,A10,E2,F8
10_50_87,12994_a,hg38,1312,1954,4317,10,50,87,A10,E2,H3
10_51_34,12994_a,hg38,307,343,742,10,51,34,A10,E3,C10
10_51_48,12994_a,hg38,1489,2082,4671,10,51,48,A10,E3,D12
10_51_62,12994_a,hg38,2494,4117,9370,10,51,62,A10,E3,F2
10_51_93,12994_a,hg38,428,500,1092,10,51,93,A10,E3,H9
10_52_08,12994_a,hg38,3162,6325,14070,10,52,8,A10,E4,A8
10_52_39,12994_a,hg38,1229,1772,3708,10,52,39,A10,E4,D3
10_52_45,12994_a,hg38,1030,1503,3325,10,52,45,A10,E4,D9
10_52_51,12994_a,hg38,1477,2217,4685,10,52,51,A10,E4,E3
10_52_68,12994_a,hg38,369,470,999,10,52,68,A10,E4,F8
10_52_91,12994_a,hg38,446,556,1235,10,52,91,A10,E4,H7
10_52_96,12994_a,hg38,2581,4802,10727,10,52,96,A10,E4,H12
10_53_07,12994_a,hg38,2903,5439,11936,10,53,7,A10,E5,A7
10_53_46,12994_a,hg38,338,395,941,10,53,46,A10,E5,D10
10_53_55,12994_a,hg38,1038,1476,3231,10,53,55,A10,E5,E7
10_54_11,12994_a,hg38,1294,1795,4087,10,54,11,A10,E6,A11
10_54_59,12994_a,hg38,412,479,998,10,54,59,A10,E6,E11
10_55_17,12994_a,hg38,770,948,2055,10,55,17,A10,E7,B5
10_55_91,12994_a,hg38,668,834,1783,10,55,91,A10,E7,H7
10_56_11,12994_a,hg38,379,463,1041,10,56,11,A10,E8,A11
10_56_13,12994_a,hg38,1985,3328,7435,10,56,13,A10,E8,B1
10_56_34,12994_a,hg38,2119,3419,7575,10,56,34,A10,E8,C10
10_56_40,12994_a,hg38,607,795,1767,10,56,40,A10,E8,D4
10_56_70,12994_a,hg38,542,688,1595,10,56,70,A10,E8,F10
10_57_01,12994_a,hg38,720,1025,2232,10,57,1,A10,E9,A1
10_57_07,12994_a,hg38,437,520,1118,10,57,7,A10,E9,A7
10_57_19,12994_a,hg38,1622,2497,5573,10,57,19,A10,E9,B7
10_57_44,12994_a,hg38,2695,5421,12255,10,57,44,A10,E9,D8
10_57_70,12994_a,hg38,391,472,1067,10,57,70,A10,E9,F10
10_57_77,12994_a,hg38,1742,2858,6425,10,57,77,A10,E9,G5
10_57_81,12994_a,hg38,865,1211,2742,10,57,81,A10,E9,G9
10_58_23,12994_a,hg38,1946,3642,7797,10,58,23,A10,E10,B11
10_58_65,12994_a,hg38,716,940,2054,10,58,65,A10,E10,F5
10_58_84,12994_a,hg38,1519,2409,5589,10,58,84,A10,E10,G12
10_59_34,12994_a,hg38,3483,7216,15824,10,59,34,A10,E11,C10
10_59_58,12994_a,hg38,547,711,1581,10,59,58,A10,E11,E10
10_59_91,12994_a,hg38,902,1158,2508,10,59,91,A10,E11,H7
10_60_21,12994_a,hg38,343,410,896,10,60,21,A10,E12,B9
10_60_31,12994_a,hg38,296,345,789,10,60,31,A10,E12,C7
10_60_90,12994_a,hg38,1327,1957,4533,10,60,90,A10,E12,H6
10_61_85,12994_a,hg38,3299,6494,14153,10,61,85,A10,F1,H1
10_61_92,12994_a,hg38,673,906,1967,10,61,92,A10,F1,H8
10_62_24,12994_a,hg38,2914,5403,11918,10,62,24,A10,F2,B12
10_62_60,12994_a,hg38,516,636,1401,10,62,60,A10,F2,E12
10_62_61,12994_a,hg38,921,1381,3111,10,62,61,A10,F2,F1
10_63_02,12994_a,hg38,4632,11665,25791,10,63,2,A10,F3,A2
10_63_28,12994_a,hg38,3876,9283,20270,10,63,28,A10,F3,C4
10_63_50,12994_a,hg38,4251,10250,23006,10,63,50,A10,F3,E2
10_63_61,12994_a,hg38,388,485,1037,10,63,61,A10,F3,F1
10_63_76,12994_a,hg38,295,341,729,10,63,76,A10,F3,G4
10_64_15,12994_a,hg38,699,927,2159,10,64,15,A10,F4,B3
10_64_28,12994_a,hg38,511,618,1369,10,64,28,A10,F4,C4
10_64_43,12994_a,hg38,328,371,773,10,64,43,A10,F4,D7
10_64_51,12994_a,hg38,2262,3923,8878,10,64,51,A10,F4,E3
10_64_58,12994_a,hg38,807,1056,2383,10,64,58,A10,F4,E10
10_65_10,12994_a,hg38,740,963,2173,10,65,10,A10,F5,A10
10_65_24,12994_a,hg38,846,1197,2686,10,65,24,A10,F5,B12
10_65_37,12994_a,hg38,1448,2144,4707,10,65,37,A10,F5,D1
10_66_03,12994_a,hg38,373,455,1020,10,66,3,A10,F6,A3
10_66_64,12994_a,hg38,769,1033,2372,10,66,64,A10,F6,F4
10_66_84,12994_a,hg38,502,624,1484,10,66,84,A10,F6,G12
10_66_92,12994_a,hg38,1392,2156,5053,10,66,92,A10,F6,H8
10_67_09,12994_a,hg38,2866,5317,12016,10,67,9,A10,F7,A9
10_67_11,12994_a,hg38,799,1096,2372,10,67,11,A10,F7,A11
10_67_32,12994_a,hg38,1492,2214,5044,10,67,32,A10,F7,C8
10_67_59,12994_a,hg38,1359,2192,4704,10,67,59,A10,F7,E11
10_67_92,12994_a,hg38,2995,5851,13464,10,67,92,A10,F7,H8
10_68_09,12994_a,hg38,1781,2807,6238,10,68,9,A10,F8,A9
10_68_23,12994_a,hg38,455,568,1237,10,68,23,A10,F8,B11
10_68_52,12994_a,hg38,1760,2654,5913,10,68,52,A10,F8,E4
10_68_56,12994_a,hg38,909,1224,2709,10,68,56,A10,F8,E8
10_68_90,12994_a,hg38,1237,1852,4079,10,68,90,A10,F8,H6
10_69_32,12994_a,hg38,451,544,1177,10,69,32,A10,F9,C8
10_69_41,12994_a,hg38,2446,3899,8337,10,69,41,A10,F9,D5
10_69_43,12994_a,hg38,381,440,973,10,69,43,A10,F9,D7
10_69_51,12994_a,hg38,3873,7928,17338,10,69,51,A10,F9,E3
10_70_03,12994_a,hg38,295,335,709,10,70,3,A10,F10,A3
10_70_54,12994_a,hg38,6247,17288,39240,10,70,54,A10,F10,E6
10_71_34,12994_a,hg38,424,537,1218,10,71,34,A10,F11,C10
10_71_65,12994_a,hg38,590,772,1689,10,71,65,A10,F11,F5
10_71_73,12994_a,hg38,270,338,755,10,71,73,A10,F11,G1
10_72_10,12994_a,hg38,363,402,893,10,72,10,A10,F12,A10
10_72_40,12994_a,hg38,2844,5201,11210,10,72,40,A10,F12,D4
10_72_69,12994_a,hg38,1127,1623,3591,10,72,69,A10,F12,F9
10_73_37,12994_a,hg38,342,387,843,10,73,37,A10,G1,D1
10_73_56,12994_a,hg38,560,726,1610,10,73,56,A10,G1,E8
10_73_61,12994_a,hg38,1232,1758,3836,10,73,61,A10,G1,F1
10_74_14,12994_a,hg38,973,1346,2963,10,74,14,A10,G2,B2
10_74_44,12994_a,hg38,1870,2861,6150,10,74,44,A10,G2,D8
10_75_24,12994_a,hg38,418,496,1107,10,75,24,A10,G3,B12
10_75_30,12994_a,hg38,530,709,1558,10,75,30,A10,G3,C6
10_75_89,12994_a,hg38,882,1322,2833,10,75,89,A10,G3,H5
10_76_36,12994_a,hg38,277,327,715,10,76,36,A10,G4,C12
10_76_37,12994_a,hg38,656,870,1942,10,76,37,A10,G4,D1
10_76_53,12994_a,hg38,1441,2107,4451,10,76,53,A10,G4,E5
10_76_72,12994_a,hg38,517,662,1492,10,76,72,A10,G4,F12
10_76_82,12994_a,hg38,629,877,1865,10,76,82,A10,G4,G10
10_76_96,12994_a,hg38,457,547,1193,10,76,96,A10,G4,H12
10_77_85,12994_a,hg38,595,763,1551,10,77,85,A10,G5,H1
10_77_87,12994_a,hg38,1879,3067,6257,10,77,87,A10,G5,H3
10_78_35,12994_a,hg38,373,450,995,10,78,35,A10,G6,C11
10_78_49,12994_a,hg38,684,830,1806,10,78,49,A10,G6,E1
10_78_64,12994_a,hg38,322,367,868,10,78,64,A10,G6,F4
10_78_84,12994_a,hg38,4196,9680,22284,10,78,84,A10,G6,G12
10_79_28,12994_a,hg38,718,980,2089,10,79,28,A10,G7,C4
10_79_47,12994_a,hg38,2017,3712,8269,10,79,47,A10,G7,D11
10_79_80,12994_a,hg38,2327,4219,9383,10,79,80,A10,G7,G8
10_80_38,12994_a,hg38,403,456,1030,10,80,38,A10,G8,D2
10_80_43,12994_a,hg38,591,731,1676,10,80,43,A10,G8,D7
10_80_53,12994_a,hg38,333,393,860,10,80,53,A10,G8,E5
10_80_64,12994_a,hg38,2404,4202,9276,10,80,64,A10,G8,F4
10_80_72,12994_a,hg38,1398,2180,4989,10,80,72,A10,G8,F12
10_80_82,12994_a,hg38,1244,1754,3896,10,80,82,A10,G8,G10
10_81_13,12994_a,hg38,774,1101,2427,10,81,13,A10,G9,B1
10_81_24,12994_a,hg38,591,726,1571,10,81,24,A10,G9,B12
10_81_43,12994_a,hg38,811,1111,2440,10,81,43,A10,G9,D7
10_81_68,12994_a,hg38,1194,1828,4000,10,81,68,A10,G9,F8
10_81_81,12994_a,hg38,1220,1698,3837,10,81,81,A10,G9,G9
10_82_08,12994_a,hg38,3284,6688,14334,10,82,8,A10,G10,A8
10_82_28,12994_a,hg38,1071,1522,3086,10,82,28,A10,G10,C4
10_82_43,12994_a,hg38,473,567,1162,10,82,43,A10,G10,D7
10_82_69,12994_a,hg38,335,398,830,10,82,69,A10,G10,F9
10_82_72,12994_a,hg38,497,587,1334,10,82,72,A10,G10,F12
10_83_61,12994_a,hg38,1571,2275,4885,10,83,61,A10,G11,F1
10_84_10,12994_a,hg38,780,1052,2157,10,84,10,A10,G12,A10
10_84_45,12994_a,hg38,1348,1846,3976,10,84,45,A10,G12,D9
10_84_70,12994_a,hg38,1316,1980,4404,10,84,70,A10,G12,F10
10_85_24,12994_a,hg38,532,678,1404,10,85,24,A10,H1,B12
10_85_47,12994_a,hg38,403,522,1096,10,85,47,A10,H1,D11
10_85_53,12994_a,hg38,1363,2026,4215,10,85,53,A10,H1,E5
10_85_94,12994_a,hg38,1585,2462,5327,10,85,94,A10,H1,H10
10_86_06,12994_a,hg38,284,344,765,10,86,6,A10,H2,A6
10_86_13,12994_a,hg38,1223,1798,4022,10,86,13,A10,H2,B1
10_86_28,12994_a,hg38,520,606,1301,10,86,28,A10,H2,C4
10_86_39,12994_a,hg38,3293,6257,13861,10,86,39,A10,H2,D3
10_86_65,12994_a,hg38,591,756,1722,10,86,65,A10,H2,F5
10_86_80,12994_a,hg38,2114,3595,8129,10,86,80,A10,H2,G8
10_87_36,12994_a,hg38,402,471,995,10,87,36,A10,H3,C12
10_87_41,12994_a,hg38,1359,1887,4050,10,87,41,A10,H3,D5
10_87_53,12994_a,hg38,878,1156,2489,10,87,53,A10,H3,E5
10_87_71,12994_a,hg38,3354,6892,15035,10,87,71,A10,H3,F11
10_87_72,12994_a,hg38,827,1084,2422,10,87,72,A10,H3,F12
10_87_80,12994_a,hg38,348,407,896,10,87,80,A10,H3,G8
10_88_02,12994_a,hg38,392,463,1031,10,88,2,A10,H4,A2
10_88_22,12994_a,hg38,300,344,771,10,88,22,A10,H4,B10
10_88_23,12994_a,hg38,747,1008,2282,10,88,23,A10,H4,B11
10_88_47,12994_a,hg38,1015,1459,3094,10,88,47,A10,H4,D11
10_88_78,12994_a,hg38,401,462,981,10,88,78,A10,H4,G6
10_88_87,12994_a,hg38,437,495,1059,10,88,87,A10,H4,H3
10_88_92,12994_a,hg38,595,798,1723,10,88,92,A10,H4,H8
10_90_29,12994_a,hg38,390,465,984,10,90,29,A10,H6,C5
10_90_68,12994_a,hg38,6148,18140,42485,10,90,68,A10,H6,F8
10_91_04,12994_a,hg38,691,949,2093,10,91,4,A10,H7,A4
10_91_10,12994_a,hg38,659,854,1819,10,91,10,A10,H7,A10
