bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well
73_12_88,12971_FC,hg38,863,1197,2766,73,12,88,G1,A12,H4
73_12_90,12971_FC,hg38,5177,14373,33546,73,12,90,G1,A12,H6
73_13_84,12971_FC,hg38,5210,13492,31566,73,13,84,G1,B1,G12
73_14_07,12971_FC,hg38,1486,2191,4864,73,14,7,G1,B2,A7
73_14_46,12971_FC,hg38,414,530,1160,73,14,46,G1,B2,D10
73_14_54,12971_FC,hg38,472,585,1415,73,14,54,G1,B2,E6
73_15_02,12971_FC,hg38,938,1318,2915,73,15,2,G1,B3,A2
73_15_29,12971_FC,hg38,655,877,1984,73,15,29,G1,B3,C5
73_15_33,12971_FC,hg38,325,362,848,73,15,33,G1,B3,C9
73_15_35,12971_FC,hg38,428,531,1151,73,15,35,G1,B3,C11
73_15_37,12971_FC,hg38,3314,7046,15820,73,15,37,G1,B3,D1
73_15_39,12971_FC,hg38,5317,14415,32759,73,15,39,G1,B3,D3
73_15_80,12971_FC,hg38,314,373,802,73,15,80,G1,B3,G8
73_15_82,12971_FC,hg38,383,474,1130,73,15,82,G1,B3,G10
73_16_15,12971_FC,hg38,733,999,2279,73,16,15,G1,B4,B3
73_16_22,12971_FC,hg38,2943,5073,11838,73,16,22,G1,B4,B10
73_16_30,12971_FC,hg38,710,914,2139,73,16,30,G1,B4,C6
73_16_31,12971_FC,hg38,912,1232,2665,73,16,31,G1,B4,C7
73_17_10,12971_FC,hg38,922,1236,2705,73,17,10,G1,B5,A10
73_17_19,12971_FC,hg38,615,765,1718,73,17,19,G1,B5,B7
73_17_20,12971_FC,hg38,1994,3530,7771,73,17,20,G1,B5,B8
73_17_50,12971_FC,hg38,425,534,1234,73,17,50,G1,B5,E2
73_17_65,12971_FC,hg38,525,667,1509,73,17,65,G1,B5,F5
73_17_66,12971_FC,hg38,830,1107,2374,73,17,66,G1,B5,F6
73_17_77,12971_FC,hg38,625,840,1952,73,17,77,G1,B5,G5
73_18_21,12971_FC,hg38,4573,11281,26030,73,18,21,G1,B6,B9
73_18_43,12971_FC,hg38,5843,15901,36293,73,18,43,G1,B6,D7
73_18_44,12971_FC,hg38,1039,1523,3434,73,18,44,G1,B6,D8
73_18_82,12971_FC,hg38,833,1187,2745,73,18,82,G1,B6,G10
73_19_07,12971_FC,hg38,830,1138,2497,73,19,7,G1,B7,A7
73_19_16,12971_FC,hg38,520,665,1489,73,19,16,G1,B7,B4
73_19_48,12971_FC,hg38,458,525,1176,73,19,48,G1,B7,D12
73_19_75,12971_FC,hg38,692,876,1950,73,19,75,G1,B7,G3
73_20_11,12971_FC,hg38,451,529,1232,73,20,11,G1,B8,A11
73_20_41,12971_FC,hg38,4700,11582,26181,73,20,41,G1,B8,D5
73_20_45,12971_FC,hg38,1147,1760,3946,73,20,45,G1,B8,D9
73_20_50,12971_FC,hg38,2126,3648,8065,73,20,50,G1,B8,E2
73_20_60,12971_FC,hg38,340,399,901,73,20,60,G1,B8,E12
73_21_05,12971_FC,hg38,1397,2323,5480,73,21,5,G1,B9,A5
73_21_32,12971_FC,hg38,309,381,819,73,21,32,G1,B9,C8
73_21_37,12971_FC,hg38,702,1021,2344,73,21,37,G1,B9,D1
73_21_48,12971_FC,hg38,541,673,1488,73,21,48,G1,B9,D12
73_21_68,12971_FC,hg38,2758,5204,12183,73,21,68,G1,B9,F8
73_21_77,12971_FC,hg38,1618,2422,5633,73,21,77,G1,B9,G5
73_21_91,12971_FC,hg38,1628,2736,6229,73,21,91,G1,B9,H7
73_22_03,12971_FC,hg38,848,1101,2534,73,22,3,G1,B10,A3
73_22_17,12971_FC,hg38,871,1199,2722,73,22,17,G1,B10,B5
73_22_90,12971_FC,hg38,698,898,2094,73,22,90,G1,B10,H6
73_23_08,12971_FC,hg38,2772,5066,11338,73,23,8,G1,B11,A8
73_23_09,12971_FC,hg38,1130,1561,3324,73,23,9,G1,B11,A9
73_23_34,12971_FC,hg38,486,592,1290,73,23,34,G1,B11,C10
73_23_53,12971_FC,hg38,3700,7512,16957,73,23,53,G1,B11,E5
73_23_81,12971_FC,hg38,4699,12597,28879,73,23,81,G1,B11,G9
73_24_05,12971_FC,hg38,933,1262,2794,73,24,5,G1,B12,A5
73_24_11,12971_FC,hg38,1897,3059,6973,73,24,11,G1,B12,A11
73_24_19,12971_FC,hg38,634,775,1747,73,24,19,G1,B12,B7
73_24_42,12971_FC,hg38,563,724,1605,73,24,42,G1,B12,D6
73_24_54,12971_FC,hg38,1752,2891,6560,73,24,54,G1,B12,E6
73_24_73,12971_FC,hg38,304,353,833,73,24,73,G1,B12,G1
73_24_78,12971_FC,hg38,1478,2294,5268,73,24,78,G1,B12,G6
73_24_80,12971_FC,hg38,387,434,950,73,24,80,G1,B12,G8
73_25_50,12971_FC,hg38,2649,4758,11158,73,25,50,G1,C1,E2
73_25_54,12971_FC,hg38,509,668,1573,73,25,54,G1,C1,E6
73_25_57,12971_FC,hg38,351,409,870,73,25,57,G1,C1,E9
73_26_83,12971_FC,hg38,919,1271,2895,73,26,83,G1,C2,G11
73_27_13,12971_FC,hg38,469,595,1319,73,27,13,G1,C3,B1
73_27_21,12971_FC,hg38,430,546,1209,73,27,21,G1,C3,B9
73_27_58,12971_FC,hg38,381,445,972,73,27,58,G1,C3,E10
73_27_63,12971_FC,hg38,513,622,1401,73,27,63,G1,C3,F3
73_28_06,12971_FC,hg38,528,641,1510,73,28,6,G1,C4,A6
73_28_33,12971_FC,hg38,3139,6051,13584,73,28,33,G1,C4,C9
73_29_01,12971_FC,hg38,5752,16191,37409,73,29,1,G1,C5,A1
73_29_03,12971_FC,hg38,893,1264,2835,73,29,3,G1,C5,A3
73_29_64,12971_FC,hg38,383,451,963,73,29,64,G1,C5,F4
73_29_76,12971_FC,hg38,370,443,1035,73,29,76,G1,C5,G4
73_31_32,12971_FC,hg38,302,354,830,73,31,32,G1,C7,C8
73_31_70,12971_FC,hg38,1772,3331,7945,73,31,70,G1,C7,F10
73_31_78,12971_FC,hg38,747,1009,2324,73,31,78,G1,C7,G6
73_32_15,12971_FC,hg38,2194,3977,9146,73,32,15,G1,C8,B3
73_32_25,12971_FC,hg38,3394,7963,18755,73,32,25,G1,C8,C1
73_32_44,12971_FC,hg38,373,453,1032,73,32,44,G1,C8,D8
73_32_61,12971_FC,hg38,453,581,1353,73,32,61,G1,C8,F1
73_32_95,12971_FC,hg38,795,1013,2316,73,32,95,G1,C8,H11
73_33_22,12971_FC,hg38,3045,6008,13737,73,33,22,G1,C9,B10
73_33_23,12971_FC,hg38,7863,32719,75627,73,33,23,G1,C9,B11
73_34_06,12971_FC,hg38,2752,5939,13811,73,34,6,G1,C10,A6
73_34_23,12971_FC,hg38,758,999,2248,73,34,23,G1,C10,B11
73_34_54,12971_FC,hg38,1050,1442,3121,73,34,54,G1,C10,E6
73_34_58,12971_FC,hg38,1407,1953,4391,73,34,58,G1,C10,E10
73_34_59,12971_FC,hg38,295,330,736,73,34,59,G1,C10,E11
73_34_64,12971_FC,hg38,554,691,1606,73,34,64,G1,C10,F4
73_34_85,12971_FC,hg38,677,864,1992,73,34,85,G1,C10,H1
73_34_92,12971_FC,hg38,486,612,1364,73,34,92,G1,C10,H8
73_35_20,12971_FC,hg38,894,1234,2761,73,35,20,G1,C11,B8
73_35_39,12971_FC,hg38,3313,6218,14090,73,35,39,G1,C11,D3
73_35_41,12971_FC,hg38,1417,2075,4636,73,35,41,G1,C11,D5
73_35_63,12971_FC,hg38,312,344,778,73,35,63,G1,C11,F3
73_35_73,12971_FC,hg38,1125,1626,3559,73,35,73,G1,C11,G1
73_35_75,12971_FC,hg38,540,700,1579,73,35,75,G1,C11,G3
73_35_82,12971_FC,hg38,576,687,1563,73,35,82,G1,C11,G10
73_36_20,12971_FC,hg38,1060,1411,3361,73,36,20,G1,C12,B8
73_36_27,12971_FC,hg38,4680,11370,25690,73,36,27,G1,C12,C3
73_36_31,12971_FC,hg38,1016,1340,2794,73,36,31,G1,C12,C7
73_36_38,12971_FC,hg38,1064,1528,3520,73,36,38,G1,C12,D2
73_36_73,12971_FC,hg38,647,868,1976,73,36,73,G1,C12,G1
73_36_77,12971_FC,hg38,594,748,1688,73,36,77,G1,C12,G5
73_37_14,12971_FC,hg38,6348,21465,52179,73,37,14,G1,D1,B2
73_37_39,12971_FC,hg38,1416,2066,4784,73,37,39,G1,D1,D3
73_37_58,12971_FC,hg38,2366,3947,9080,73,37,58,G1,D1,E10
73_38_51,12971_FC,hg38,478,589,1350,73,38,51,G1,D2,E3
73_38_57,12971_FC,hg38,671,822,1896,73,38,57,G1,D2,E9
73_39_33,12971_FC,hg38,2806,5512,12541,73,39,33,G1,D3,C9
73_39_57,12971_FC,hg38,427,530,1196,73,39,57,G1,D3,E9
73_39_64,12971_FC,hg38,645,864,2010,73,39,64,G1,D3,F4
73_39_76,12971_FC,hg38,664,895,1946,73,39,76,G1,D3,G4
73_39_80,12971_FC,hg38,4096,10111,22930,73,39,80,G1,D3,G8
73_39_81,12971_FC,hg38,6420,20714,47273,73,39,81,G1,D3,G9
73_39_95,12971_FC,hg38,1105,1520,3307,73,39,95,G1,D3,H11
73_40_10,12971_FC,hg38,529,698,1597,73,40,10,G1,D4,A10
73_40_13,12971_FC,hg38,730,954,2128,73,40,13,G1,D4,B1
73_40_48,12971_FC,hg38,345,397,948,73,40,48,G1,D4,D12
73_40_50,12971_FC,hg38,2871,5959,14309,73,40,50,G1,D4,E2
73_40_69,12971_FC,hg38,878,1251,2804,73,40,69,G1,D4,F9
73_41_25,12971_FC,hg38,1027,1479,3457,73,41,25,G1,D5,C1
73_41_27,12971_FC,hg38,553,713,1545,73,41,27,G1,D5,C3
73_41_71,12971_FC,hg38,3340,6655,15216,73,41,71,G1,D5,F11
73_41_87,12971_FC,hg38,5030,13689,32013,73,41,87,G1,D5,H3
73_41_94,12971_FC,hg38,987,1379,3327,73,41,94,G1,D5,H10
73_42_10,12971_FC,hg38,7253,23981,55226,73,42,10,G1,D6,A10
73_42_22,12971_FC,hg38,459,538,1244,73,42,22,G1,D6,B10
73_42_28,12971_FC,hg38,656,849,1972,73,42,28,G1,D6,C4
73_42_32,12971_FC,hg38,598,756,1656,73,42,32,G1,D6,C8
73_42_79,12971_FC,hg38,1039,1538,3593,73,42,79,G1,D6,G7
73_42_94,12971_FC,hg38,701,936,2108,73,42,94,G1,D6,H10
73_43_09,12971_FC,hg38,535,655,1514,73,43,9,G1,D7,A9
73_43_30,12971_FC,hg38,349,406,931,73,43,30,G1,D7,C6
73_43_35,12971_FC,hg38,452,532,1202,73,43,35,G1,D7,C11
73_43_50,12971_FC,hg38,382,452,957,73,43,50,G1,D7,E2
73_43_61,12971_FC,hg38,1450,2245,5096,73,43,61,G1,D7,F1
73_43_62,12971_FC,hg38,722,933,2051,73,43,62,G1,D7,F2
73_44_15,12971_FC,hg38,653,848,1875,73,44,15,G1,D8,B3
73_44_21,12971_FC,hg38,668,878,1887,73,44,21,G1,D8,B9
73_44_35,12971_FC,hg38,2585,4806,10994,73,44,35,G1,D8,C11
73_44_41,12971_FC,hg38,452,552,1291,73,44,41,G1,D8,D5
73_44_61,12971_FC,hg38,573,681,1602,73,44,61,G1,D8,F1
73_44_63,12971_FC,hg38,356,436,969,73,44,63,G1,D8,F3
73_45_18,12971_FC,hg38,2329,4087,9278,73,45,18,G1,D9,B6
73_45_30,12971_FC,hg38,371,428,940,73,45,30,G1,D9,C6
73_45_33,12971_FC,hg38,351,423,985,73,45,33,G1,D9,C9
73_45_35,12971_FC,hg38,1435,2141,4808,73,45,35,G1,D9,C11
73_45_87,12971_FC,hg38,4103,9566,22236,73,45,87,G1,D9,H3
73_45_89,12971_FC,hg38,612,754,1693,73,45,89,G1,D9,H5
73_45_92,12971_FC,hg38,359,421,989,73,45,92,G1,D9,H8
73_46_23,12971_FC,hg38,837,1126,2490,73,46,23,G1,D10,B11
73_46_26,12971_FC,hg38,2089,4134,9607,73,46,26,G1,D10,C2
73_46_27,12971_FC,hg38,397,478,1139,73,46,27,G1,D10,C3
73_46_29,12971_FC,hg38,607,803,1793,73,46,29,G1,D10,C5
73_46_46,12971_FC,hg38,1164,1763,3944,73,46,46,G1,D10,D10
73_46_64,12971_FC,hg38,1334,1948,4461,73,46,64,G1,D10,F4
73_46_66,12971_FC,hg38,439,510,1218,73,46,66,G1,D10,F6
73_46_84,12971_FC,hg38,6016,18319,43343,73,46,84,G1,D10,G12
73_47_10,12971_FC,hg38,3211,6387,14276,73,47,10,G1,D11,A10
73_47_66,12971_FC,hg38,1609,2763,6445,73,47,66,G1,D11,F6
73_47_88,12971_FC,hg38,1271,1724,3836,73,47,88,G1,D11,H4
73_47_92,12971_FC,hg38,6028,16892,38874,73,47,92,G1,D11,H8
73_48_26,12971_FC,hg38,579,751,1644,73,48,26,G1,D12,C2
73_48_43,12971_FC,hg38,431,535,1139,73,48,43,G1,D12,D7
73_48_44,12971_FC,hg38,566,743,1664,73,48,44,G1,D12,D8
73_48_49,12971_FC,hg38,447,557,1200,73,48,49,G1,D12,E1
73_48_56,12971_FC,hg38,436,539,1211,73,48,56,G1,D12,E8
73_48_83,12971_FC,hg38,1901,3046,6730,73,48,83,G1,D12,G11
73_48_90,12971_FC,hg38,1642,2746,6227,73,48,90,G1,D12,H6
73_49_26,12971_FC,hg38,657,852,2035,73,49,26,G1,E1,C2
73_49_32,12971_FC,hg38,517,656,1461,73,49,32,G1,E1,C8
73_49_47,12971_FC,hg38,4372,11516,26275,73,49,47,G1,E1,D11
73_51_29,12971_FC,hg38,462,586,1375,73,51,29,G1,E3,C5
73_51_52,12971_FC,hg38,541,700,1661,73,51,52,G1,E3,E4
73_52_29,12971_FC,hg38,1447,2310,5162,73,52,29,G1,E4,C5
73_52_40,12971_FC,hg38,419,483,1137,73,52,40,G1,E4,D4
73_52_79,12971_FC,hg38,310,366,802,73,52,79,G1,E4,G7
73_52_81,12971_FC,hg38,2278,3863,8775,73,52,81,G1,E4,G9
73_53_19,12971_FC,hg38,489,620,1463,73,53,19,G1,E5,B7
73_53_48,12971_FC,hg38,2156,3548,7891,73,53,48,G1,E5,D12
73_53_69,12971_FC,hg38,3506,6705,15167,73,53,69,G1,E5,F9
73_53_83,12971_FC,hg38,746,1020,2287,73,53,83,G1,E5,G11
73_53_85,12971_FC,hg38,354,449,967,73,53,85,G1,E5,H1
73_54_16,12971_FC,hg38,364,415,985,73,54,16,G1,E6,B4
73_54_27,12971_FC,hg38,1750,2790,6388,73,54,27,G1,E6,C3
73_54_41,12971_FC,hg38,586,752,1695,73,54,41,G1,E6,D5
73_54_78,12971_FC,hg38,2545,4655,11014,73,54,78,G1,E6,G6
73_55_25,12971_FC,hg38,330,406,895,73,55,25,G1,E7,C1
73_55_50,12971_FC,hg38,1160,1579,3570,73,55,50,G1,E7,E2
73_55_58,12971_FC,hg38,512,639,1490,73,55,58,G1,E7,E10
73_55_62,12971_FC,hg38,1861,3076,6985,73,55,62,G1,E7,F2
73_55_75,12971_FC,hg38,4742,11853,28269,73,55,75,G1,E7,G3
73_55_79,12971_FC,hg38,494,624,1422,73,55,79,G1,E7,G7
73_55_80,12971_FC,hg38,292,332,789,73,55,80,G1,E7,G8
73_56_45,12971_FC,hg38,5107,13711,31847,73,56,45,G1,E8,D9
73_56_66,12971_FC,hg38,5737,16402,38295,73,56,66,G1,E8,F6
73_57_07,12971_FC,hg38,3173,6156,14041,73,57,7,G1,E9,A7
73_57_16,12971_FC,hg38,879,1261,2763,73,57,16,G1,E9,B4
73_57_22,12971_FC,hg38,545,686,1535,73,57,22,G1,E9,B10
73_57_32,12971_FC,hg38,1242,1724,3860,73,57,32,G1,E9,C8
73_57_40,12971_FC,hg38,2714,5891,13625,73,57,40,G1,E9,D4
73_57_46,12971_FC,hg38,1107,1578,3463,73,57,46,G1,E9,D10
73_57_66,12971_FC,hg38,877,1216,2683,73,57,66,G1,E9,F6
73_57_67,12971_FC,hg38,525,646,1435,73,57,67,G1,E9,F7
73_57_68,12971_FC,hg38,2474,4374,10019,73,57,68,G1,E9,F8
73_57_73,12971_FC,hg38,656,871,2061,73,57,73,G1,E9,G1
73_57_91,12971_FC,hg38,2262,3720,8439,73,57,91,G1,E9,H7
73_58_02,12971_FC,hg38,1187,1664,3703,73,58,2,G1,E10,A2
73_58_08,12971_FC,hg38,2530,4830,11055,73,58,8,G1,E10,A8
73_58_43,12971_FC,hg38,1085,1500,3289,73,58,43,G1,E10,D7
73_58_59,12971_FC,hg38,2711,5428,11768,73,58,59,G1,E10,E11
73_58_76,12971_FC,hg38,8246,34413,78220,73,58,76,G1,E10,G4
73_59_55,12971_FC,hg38,1049,1596,3572,73,59,55,G1,E11,E7
73_59_58,12971_FC,hg38,2748,5059,11311,73,59,58,G1,E11,E10
73_59_66,12971_FC,hg38,2159,3778,8769,73,59,66,G1,E11,F6
73_59_70,12971_FC,hg38,278,330,785,73,59,70,G1,E11,F10
73_59_78,12971_FC,hg38,302,351,808,73,59,78,G1,E11,G6
73_59_92,12971_FC,hg38,1052,1453,3391,73,59,92,G1,E11,H8
73_60_20,12971_FC,hg38,572,728,1625,73,60,20,G1,E12,B8
73_60_28,12971_FC,hg38,1155,1702,3800,73,60,28,G1,E12,C4
73_60_38,12971_FC,hg38,435,525,1194,73,60,38,G1,E12,D2
73_60_80,12971_FC,hg38,3337,6937,16272,73,60,80,G1,E12,G8
73_60_94,12971_FC,hg38,693,883,2050,73,60,94,G1,E12,H10
73_60_96,12971_FC,hg38,900,1245,2865,73,60,96,G1,E12,H12
73_61_16,12971_FC,hg38,307,354,782,73,61,16,G1,F1,B4
73_61_29,12971_FC,hg38,2751,4924,10843,73,61,29,G1,F1,C5
73_61_35,12971_FC,hg38,6221,20544,47553,73,61,35,G1,F1,C11
73_61_41,12971_FC,hg38,722,951,2105,73,61,41,G1,F1,D5
73_61_49,12971_FC,hg38,3665,7641,17262,73,61,49,G1,F1,E1
73_61_75,12971_FC,hg38,625,776,1780,73,61,75,G1,F1,G3
73_62_17,12971_FC,hg38,3211,5989,13758,73,62,17,G1,F2,B5
73_62_28,12971_FC,hg38,1094,1465,3378,73,62,28,G1,F2,C4
73_62_32,12971_FC,hg38,10108,49661,118783,73,62,32,G1,F2,C8
73_62_68,12971_FC,hg38,570,710,1513,73,62,68,G1,F2,F8
73_62_81,12971_FC,hg38,739,923,2052,73,62,81,G1,F2,G9
73_63_33,12971_FC,hg38,2159,3971,9100,73,63,33,G1,F3,C9
73_63_54,12971_FC,hg38,1654,2770,6473,73,63,54,G1,F3,E6
73_63_90,12971_FC,hg38,659,886,2007,73,63,90,G1,F3,H6
73_63_95,12971_FC,hg38,6592,24524,58798,73,63,95,G1,F3,H11
73_64_42,12971_FC,hg38,409,471,1134,73,64,42,G1,F4,D6
73_64_72,12971_FC,hg38,6562,21447,52709,73,64,72,G1,F4,F12
73_64_78,12971_FC,hg38,1592,2601,6061,73,64,78,G1,F4,G6
73_64_93,12971_FC,hg38,416,512,1279,73,64,93,G1,F4,H9
73_65_75,12971_FC,hg38,748,1004,2337,73,65,75,G1,F5,G3
73_65_93,12971_FC,hg38,2310,4054,9864,73,65,93,G1,F5,H9
73_66_08,12971_FC,hg38,414,517,1137,73,66,8,G1,F6,A8
73_66_10,12971_FC,hg38,2159,3978,9661,73,66,10,G1,F6,A10
73_66_81,12971_FC,hg38,1460,2633,6325,73,66,81,G1,F6,G9
73_67_32,12971_FC,hg38,551,692,1676,73,67,32,G1,F7,C8
73_67_39,12971_FC,hg38,1492,2078,4714,73,67,39,G1,F7,D3
73_67_52,12971_FC,hg38,4357,9996,23269,73,67,52,G1,F7,E4
73_67_79,12971_FC,hg38,927,1279,3014,73,67,79,G1,F7,G7
73_67_83,12971_FC,hg38,1527,2478,5782,73,67,83,G1,F7,G11
73_67_94,12971_FC,hg38,727,939,2086,73,67,94,G1,F7,H10
73_68_12,12971_FC,hg38,1066,1527,3457,73,68,12,G1,F8,A12
73_68_24,12971_FC,hg38,4175,9354,21749,73,68,24,G1,F8,B12
73_68_31,12971_FC,hg38,474,570,1247,73,68,31,G1,F8,C7
73_69_29,12971_FC,hg38,4326,10777,24184,73,69,29,G1,F9,C5
73_69_69,12971_FC,hg38,1231,2132,4708,73,69,69,G1,F9,F9
73_70_16,12971_FC,hg38,1098,1711,3945,73,70,16,G1,F10,B4
73_70_28,12971_FC,hg38,578,768,1780,73,70,28,G1,F10,C4
73_70_63,12971_FC,hg38,1199,1695,3740,73,70,63,G1,F10,F3
73_71_45,12971_FC,hg38,2591,5012,11246,73,71,45,G1,F11,D9
73_71_74,12971_FC,hg38,1052,1581,3608,73,71,74,G1,F11,G2
73_71_75,12971_FC,hg38,647,848,1917,73,71,75,G1,F11,G3
73_72_24,12971_FC,hg38,6137,20720,48651,73,72,24,G1,F12,B12
73_72_42,12971_FC,hg38,973,1319,2961,73,72,42,G1,F12,D6
73_72_87,12971_FC,hg38,687,966,2242,73,72,87,G1,F12,H3
73_73_09,12971_FC,hg38,2478,4152,9512,73,73,9,G1,G1,A9
73_73_14,12971_FC,hg38,2047,3755,8676,73,73,14,G1,G1,B2
73_73_18,12971_FC,hg38,624,805,1839,73,73,18,G1,G1,B6
73_73_46,12971_FC,hg38,3809,8979,20592,73,73,46,G1,G1,D10
73_73_72,12971_FC,hg38,2815,5120,11916,73,73,72,G1,G1,F12
73_73_73,12971_FC,hg38,1181,1616,3594,73,73,73,G1,G1,G1
73_74_07,12971_FC,hg38,5685,15570,35300,73,74,7,G1,G2,A7
73_74_57,12971_FC,hg38,521,643,1420,73,74,57,G1,G2,E9
73_74_67,12971_FC,hg38,4026,9046,20829,73,74,67,G1,G2,F7
73_74_70,12971_FC,hg38,390,480,1070,73,74,70,G1,G2,F10
73_74_96,12971_FC,hg38,610,864,1966,73,74,96,G1,G2,H12
73_75_18,12971_FC,hg38,302,353,820,73,75,18,G1,G3,B6
73_75_25,12971_FC,hg38,1008,1410,3374,73,75,25,G1,G3,C1
73_75_81,12971_FC,hg38,893,1249,2800,73,75,81,G1,G3,G9
73_75_85,12971_FC,hg38,6107,18810,43981,73,75,85,G1,G3,H1
73_75_88,12971_FC,hg38,642,866,2084,73,75,88,G1,G3,H4
73_76_20,12971_FC,hg38,434,511,1101,73,76,20,G1,G4,B8
