bc_wells,sample,species,gene_count,tscp_count,mread_count,bc1_wind,bc2_wind,bc3_wind,bc1_well,bc2_well,bc3_well
10_01_08,12994_a,hg38,1115,1631,4289,10,1,8,A10,A1,A8
10_01_14,12994_a,hg38,455,556,1401,10,1,14,A10,A1,B2
10_01_35,12994_a,hg38,283,328,800,10,1,35,A10,A1,C11
10_01_73,12994_a,hg38,329,393,973,10,1,73,A10,A1,G1
10_01_77,12994_a,hg38,390,469,1259,10,1,77,A10,A1,G5
10_02_02,12994_a,hg38,676,864,2197,10,2,2,A10,A2,A2
10_02_17,12994_a,hg38,518,627,1518,10,2,17,A10,A2,B5
10_02_59,12994_a,hg38,3269,5935,14894,10,2,59,A10,A2,E11
10_02_76,12994_a,hg38,979,1328,3406,10,2,76,A10,A2,G4
10_03_61,12994_a,hg38,626,883,2317,10,3,61,A10,A3,F1
10_03_76,12994_a,hg38,392,460,1147,10,3,76,A10,A3,G4
10_03_82,12994_a,hg38,233,279,810,10,3,82,A10,A3,G10
10_04_23,12994_a,hg38,510,618,1554,10,4,23,A10,A4,B11
10_04_42,12994_a,hg38,1660,2727,6916,10,4,42,A10,A4,D6
10_04_57,12994_a,hg38,256,284,690,10,4,57,A10,A4,E9
10_04_86,12994_a,hg38,4251,9647,25603,10,4,86,A10,A4,H2
10_04_92,12994_a,hg38,1631,2447,6279,10,4,92,A10,A4,H8
10_05_21,12994_a,hg38,1472,2070,5282,10,5,21,A10,A5,B9
10_05_25,12994_a,hg38,912,1224,3138,10,5,25,A10,A5,C1
10_05_66,12994_a,hg38,2718,4363,11217,10,5,66,A10,A5,F6
10_06_05,12994_a,hg38,395,492,1246,10,6,5,A10,A6,A5
10_06_47,12994_a,hg38,628,866,2177,10,6,47,A10,A6,D11
10_06_71,12994_a,hg38,1261,1939,4906,10,6,71,A10,A6,F11
10_06_73,12994_a,hg38,1375,1955,5146,10,6,73,A10,A6,G1
10_06_81,12994_a,hg38,1158,1629,4115,10,6,81,A10,A6,G9
10_06_86,12994_a,hg38,1761,2802,7352,10,6,86,A10,A6,H2
10_06_87,12994_a,hg38,624,793,2061,10,6,87,A10,A6,H3
10_07_10,12994_a,hg38,373,467,1156,10,7,10,A10,A7,A10
10_07_11,12994_a,hg38,7544,26485,68251,10,7,11,A10,A7,A11
10_07_18,12994_a,hg38,4472,11212,29226,10,7,18,A10,A7,B6
10_07_37,12994_a,hg38,2468,4194,10739,10,7,37,A10,A7,D1
10_07_87,12994_a,hg38,1135,1666,4272,10,7,87,A10,A7,H3
10_07_93,12994_a,hg38,674,890,2237,10,7,93,A10,A7,H9
10_08_11,12994_a,hg38,2168,3682,9075,10,8,11,A10,A8,A11
10_08_16,12994_a,hg38,8341,31770,80723,10,8,16,A10,A8,B4
10_08_81,12994_a,hg38,2365,3892,9828,10,8,81,A10,A8,G9
10_09_02,12994_a,hg38,528,642,1581,10,9,2,A10,A9,A2
10_09_16,12994_a,hg38,292,335,863,10,9,16,A10,A9,B4
10_09_27,12994_a,hg38,1103,1518,3845,10,9,27,A10,A9,C3
10_09_42,12994_a,hg38,3508,7190,19122,10,9,42,A10,A9,D6
10_09_57,12994_a,hg38,266,298,722,10,9,57,A10,A9,E9
10_09_59,12994_a,hg38,4681,11165,28465,10,9,59,A10,A9,E11
10_09_69,12994_a,hg38,2747,4964,12838,10,9,69,A10,A9,F9
10_09_81,12994_a,hg38,426,531,1381,10,9,81,A10,A9,G9
10_10_24,12994_a,hg38,322,388,983,10,10,24,A10,A10,B12
10_10_29,12994_a,hg38,314,350,867,10,10,29,A10,A10,C5
10_10_81,12994_a,hg38,302,379,1002,10,10,81,A10,A10,G9
10_12_23,12994_a,hg38,2036,3319,8386,10,12,23,A10,A12,B11
10_12_27,12994_a,hg38,984,1408,3592,10,12,27,A10,A12,C3
10_12_28,12994_a,hg38,822,1099,2882,10,12,28,A10,A12,C4
10_12_36,12994_a,hg38,2235,3760,9622,10,12,36,A10,A12,C12
10_12_55,12994_a,hg38,282,320,822,10,12,55,A10,A12,E7
10_12_65,12994_a,hg38,1537,2217,5493,10,12,65,A10,A12,F5
10_12_76,12994_a,hg38,1856,2857,7140,10,12,76,A10,A12,G4
10_12_83,12994_a,hg38,438,550,1410,10,12,83,A10,A12,G11
10_12_86,12994_a,hg38,883,1187,3024,10,12,86,A10,A12,H2
10_12_92,12994_a,hg38,3829,8579,21946,10,12,92,A10,A12,H8
10_13_05,12994_a,hg38,5487,15639,40152,10,13,5,A10,B1,A5
10_13_16,12994_a,hg38,452,542,1318,10,13,16,A10,B1,B4
10_13_82,12994_a,hg38,671,833,2044,10,13,82,A10,B1,G10
10_13_85,12994_a,hg38,656,865,2117,10,13,85,A10,B1,H1
10_14_04,12994_a,hg38,345,412,1042,10,14,4,A10,B2,A4
10_14_05,12994_a,hg38,569,715,1868,10,14,5,A10,B2,A5
10_14_24,12994_a,hg38,1019,1424,3676,10,14,24,A10,B2,B12
10_14_58,12994_a,hg38,475,619,1667,10,14,58,A10,B2,E10
10_14_74,12994_a,hg38,1479,2068,5366,10,14,74,A10,B2,G2
10_14_96,12994_a,hg38,707,909,2322,10,14,96,A10,B2,H12
10_15_09,12994_a,hg38,626,829,2154,10,15,9,A10,B3,A9
10_15_26,12994_a,hg38,625,784,1986,10,15,26,A10,B3,C2
10_15_52,12994_a,hg38,1244,1721,4383,10,15,52,A10,B3,E4
10_15_68,12994_a,hg38,593,746,1959,10,15,68,A10,B3,F8
10_15_69,12994_a,hg38,418,467,1202,10,15,69,A10,B3,F9
10_15_91,12994_a,hg38,670,894,2289,10,15,91,A10,B3,H7
10_16_08,12994_a,hg38,281,319,812,10,16,8,A10,B4,A8
10_16_65,12994_a,hg38,299,351,944,10,16,65,A10,B4,F5
10_17_02,12994_a,hg38,461,564,1493,10,17,2,A10,B5,A2
10_17_45,12994_a,hg38,556,741,1932,10,17,45,A10,B5,D9
10_17_46,12994_a,hg38,3601,7009,18578,10,17,46,A10,B5,D10
10_18_02,12994_a,hg38,351,414,1089,10,18,2,A10,B6,A2
10_18_08,12994_a,hg38,2531,4302,10995,10,18,8,A10,B6,A8
10_18_11,12994_a,hg38,3140,6557,16984,10,18,11,A10,B6,A11
10_18_67,12994_a,hg38,879,1173,2944,10,18,67,A10,B6,F7
10_18_82,12994_a,hg38,627,744,1961,10,18,82,A10,B6,G10
10_18_96,12994_a,hg38,7278,26040,68847,10,18,96,A10,B6,H12
10_19_52,12994_a,hg38,935,1261,3166,10,19,52,A10,B7,E4
10_19_71,12994_a,hg38,298,348,856,10,19,71,A10,B7,F11
10_19_73,12994_a,hg38,462,565,1485,10,19,73,A10,B7,G1
10_20_05,12994_a,hg38,2729,4942,12206,10,20,5,A10,B8,A5
10_20_28,12994_a,hg38,1445,2197,5362,10,20,28,A10,B8,C4
10_20_35,12994_a,hg38,4186,9163,22532,10,20,35,A10,B8,C11
10_20_36,12994_a,hg38,2343,4071,9991,10,20,36,A10,B8,C12
10_20_38,12994_a,hg38,256,285,700,10,20,38,A10,B8,D2
10_20_48,12994_a,hg38,1305,1815,4407,10,20,48,A10,B8,D12
10_20_59,12994_a,hg38,2260,3602,8825,10,20,59,A10,B8,E11
10_21_06,12994_a,hg38,523,691,1877,10,21,6,A10,B9,A6
10_21_07,12994_a,hg38,483,545,1497,10,21,7,A10,B9,A7
10_21_35,12994_a,hg38,240,274,723,10,21,35,A10,B9,C11
10_21_64,12994_a,hg38,1037,1408,3508,10,21,64,A10,B9,F4
10_21_68,12994_a,hg38,634,793,1983,10,21,68,A10,B9,F8
10_21_78,12994_a,hg38,243,270,788,10,21,78,A10,B9,G6
10_22_26,12994_a,hg38,907,1245,3175,10,22,26,A10,B10,C2
10_22_39,12994_a,hg38,328,409,1038,10,22,39,A10,B10,D3
10_22_60,12994_a,hg38,2063,3275,8324,10,22,60,A10,B10,E12
10_22_73,12994_a,hg38,752,907,2269,10,22,73,A10,B10,G1
10_22_81,12994_a,hg38,974,1322,3442,10,22,81,A10,B10,G9
10_23_28,12994_a,hg38,311,378,1019,10,23,28,A10,B11,C4
10_23_57,12994_a,hg38,378,454,1159,10,23,57,A10,B11,E9
10_23_63,12994_a,hg38,1276,2071,5395,10,23,63,A10,B11,F3
10_23_75,12994_a,hg38,643,844,2265,10,23,75,A10,B11,G3
10_24_11,12994_a,hg38,1935,3069,7860,10,24,11,A10,B12,A11
10_24_48,12994_a,hg38,290,329,898,10,24,48,A10,B12,D12
10_24_69,12994_a,hg38,597,799,2091,10,24,69,A10,B12,F9
10_25_31,12994_a,hg38,1225,1786,4628,10,25,31,A10,C1,C7
10_25_36,12994_a,hg38,606,683,1857,10,25,36,A10,C1,C12
10_25_50,12994_a,hg38,260,295,740,10,25,50,A10,C1,E2
10_25_64,12994_a,hg38,792,1098,2890,10,25,64,A10,C1,F4
10_26_07,12994_a,hg38,407,485,1307,10,26,7,A10,C2,A7
10_26_36,12994_a,hg38,1811,3067,8037,10,26,36,A10,C2,C12
10_26_37,12994_a,hg38,634,821,2108,10,26,37,A10,C2,D1
10_26_68,12994_a,hg38,246,283,722,10,26,68,A10,C2,F8
10_26_71,12994_a,hg38,569,730,1863,10,26,71,A10,C2,F11
10_26_72,12994_a,hg38,1159,1745,4810,10,26,72,A10,C2,F12
10_26_78,12994_a,hg38,831,1153,2881,10,26,78,A10,C2,G6
10_27_29,12994_a,hg38,1867,2915,7360,10,27,29,A10,C3,C5
10_27_60,12994_a,hg38,587,716,1877,10,27,60,A10,C3,E12
10_27_68,12994_a,hg38,691,844,2261,10,27,68,A10,C3,F8
10_27_88,12994_a,hg38,513,637,1623,10,27,88,A10,C3,H4
10_27_91,12994_a,hg38,963,1390,3622,10,27,91,A10,C3,H7
10_27_93,12994_a,hg38,438,532,1406,10,27,93,A10,C3,H9
10_28_22,12994_a,hg38,562,631,1593,10,28,22,A10,C4,B10
10_28_47,12994_a,hg38,360,449,1146,10,28,47,A10,C4,D11
10_28_76,12994_a,hg38,640,857,2235,10,28,76,A10,C4,G4
10_28_80,12994_a,hg38,304,353,899,10,28,80,A10,C4,G8
10_28_93,12994_a,hg38,1927,3132,8071,10,28,93,A10,C4,H9
10_29_81,12994_a,hg38,1354,2059,5366,10,29,81,A10,C5,G9
10_31_46,12994_a,hg38,1026,1449,3785,10,31,46,A10,C7,D10
10_31_54,12994_a,hg38,918,1212,3129,10,31,54,A10,C7,E6
10_31_95,12994_a,hg38,726,1007,2814,10,31,95,A10,C7,H11
10_32_08,12994_a,hg38,1059,1389,3602,10,32,8,A10,C8,A8
10_32_14,12994_a,hg38,5279,14123,37466,10,32,14,A10,C8,B2
10_32_26,12994_a,hg38,441,531,1371,10,32,26,A10,C8,C2
10_32_36,12994_a,hg38,561,699,1766,10,32,36,A10,C8,C12
10_32_44,12994_a,hg38,411,474,1191,10,32,44,A10,C8,D8
10_32_71,12994_a,hg38,423,504,1305,10,32,71,A10,C8,F11
10_32_72,12994_a,hg38,826,1113,2930,10,32,72,A10,C8,F12
10_32_95,12994_a,hg38,4599,10561,28462,10,32,95,A10,C8,H11
10_33_30,12994_a,hg38,232,268,727,10,33,30,A10,C9,C6
10_33_40,12994_a,hg38,1056,1426,3551,10,33,40,A10,C9,D4
10_33_63,12994_a,hg38,1478,2240,5548,10,33,63,A10,C9,F3
10_33_71,12994_a,hg38,260,299,768,10,33,71,A10,C9,F11
10_34_53,12994_a,hg38,335,420,1029,10,34,53,A10,C10,E5
10_34_67,12994_a,hg38,520,653,1579,10,34,67,A10,C10,F7
10_34_69,12994_a,hg38,542,688,1805,10,34,69,A10,C10,F9
10_34_93,12994_a,hg38,691,940,2576,10,34,93,A10,C10,H9
10_35_16,12994_a,hg38,782,1055,2699,10,35,16,A10,C11,B4
10_35_48,12994_a,hg38,5181,13347,33463,10,35,48,A10,C11,D12
10_35_68,12994_a,hg38,415,493,1303,10,35,68,A10,C11,F8
10_35_73,12994_a,hg38,1781,2852,7055,10,35,73,A10,C11,G1
10_35_79,12994_a,hg38,2155,3882,10172,10,35,79,A10,C11,G7
10_36_01,12994_a,hg38,655,851,2100,10,36,1,A10,C12,A1
10_36_35,12994_a,hg38,417,517,1291,10,36,35,A10,C12,C11
10_36_63,12994_a,hg38,1350,2110,5352,10,36,63,A10,C12,F3
10_36_67,12994_a,hg38,1302,1739,4397,10,36,67,A10,C12,F7
10_36_90,12994_a,hg38,1406,2166,5657,10,36,90,A10,C12,H6
10_36_91,12994_a,hg38,749,976,2482,10,36,91,A10,C12,H7
10_36_96,12994_a,hg38,1496,2268,5742,10,36,96,A10,C12,H12
10_37_04,12994_a,hg38,573,711,1957,10,37,4,A10,D1,A4
10_37_47,12994_a,hg38,291,352,947,10,37,47,A10,D1,D11
10_37_75,12994_a,hg38,991,1433,3892,10,37,75,A10,D1,G3
10_38_11,12994_a,hg38,402,495,1295,10,38,11,A10,D2,A11
10_38_64,12994_a,hg38,526,652,1674,10,38,64,A10,D2,F4
10_38_74,12994_a,hg38,288,330,926,10,38,74,A10,D2,G2
10_39_18,12994_a,hg38,1813,2824,6947,10,39,18,A10,D3,B6
10_39_29,12994_a,hg38,4360,10214,26500,10,39,29,A10,D3,C5
10_39_51,12994_a,hg38,1032,1516,3896,10,39,51,A10,D3,E3
10_39_66,12994_a,hg38,412,519,1200,10,39,66,A10,D3,F6
10_39_82,12994_a,hg38,1028,1415,3655,10,39,82,A10,D3,G10
10_39_94,12994_a,hg38,607,755,1912,10,39,94,A10,D3,H10
10_40_04,12994_a,hg38,787,1064,2768,10,40,4,A10,D4,A4
10_40_08,12994_a,hg38,2744,4785,12711,10,40,8,A10,D4,A8
10_40_34,12994_a,hg38,301,333,944,10,40,34,A10,D4,C10
10_40_65,12994_a,hg38,542,711,1931,10,40,65,A10,D4,F5
10_40_69,12994_a,hg38,1482,2122,5602,10,40,69,A10,D4,F9
10_41_20,12994_a,hg38,532,606,1519,10,41,20,A10,D5,B8
10_41_24,12994_a,hg38,418,510,1396,10,41,24,A10,D5,B12
10_41_35,12994_a,hg38,5653,15188,39168,10,41,35,A10,D5,C11
10_41_47,12994_a,hg38,857,1099,2820,10,41,47,A10,D5,D11
10_41_52,12994_a,hg38,2050,3297,8373,10,41,52,A10,D5,E4
10_41_61,12994_a,hg38,1251,1887,5042,10,41,61,A10,D5,F1
10_42_09,12994_a,hg38,1515,2245,6087,10,42,9,A10,D6,A9
10_42_35,12994_a,hg38,1156,1620,4186,10,42,35,A10,D6,C11
10_42_61,12994_a,hg38,2069,3445,8676,10,42,61,A10,D6,F1
10_42_75,12994_a,hg38,532,713,1851,10,42,75,A10,D6,G3
10_42_90,12994_a,hg38,268,322,897,10,42,90,A10,D6,H6
10_43_05,12994_a,hg38,767,1060,2786,10,43,5,A10,D7,A5
10_43_09,12994_a,hg38,3505,7121,18662,10,43,9,A10,D7,A9
10_43_21,12994_a,hg38,468,606,1594,10,43,21,A10,D7,B9
10_43_91,12994_a,hg38,303,357,908,10,43,91,A10,D7,H7
10_44_15,12994_a,hg38,297,331,824,10,44,15,A10,D8,B3
10_44_21,12994_a,hg38,3390,7064,18819,10,44,21,A10,D8,B9
10_44_31,12994_a,hg38,366,437,1118,10,44,31,A10,D8,C7
10_44_70,12994_a,hg38,1504,2228,5805,10,44,70,A10,D8,F10
10_44_76,12994_a,hg38,573,777,2059,10,44,76,A10,D8,G4
10_44_88,12994_a,hg38,1107,1634,4338,10,44,88,A10,D8,H4
10_45_11,12994_a,hg38,316,366,913,10,45,11,A10,D9,A11
10_45_32,12994_a,hg38,413,488,1252,10,45,32,A10,D9,C8
10_46_19,12994_a,hg38,268,338,844,10,46,19,A10,D10,B7
10_46_34,12994_a,hg38,2780,5195,13471,10,46,34,A10,D10,C10
10_46_38,12994_a,hg38,697,943,2546,10,46,38,A10,D10,D2
10_46_42,12994_a,hg38,333,383,1043,10,46,42,A10,D10,D6
10_46_63,12994_a,hg38,1329,1907,4806,10,46,63,A10,D10,F3
10_46_69,12994_a,hg38,2531,4253,10972,10,46,69,A10,D10,F9
10_46_90,12994_a,hg38,597,741,1925,10,46,90,A10,D10,H6
10_46_96,12994_a,hg38,3222,6307,16255,10,46,96,A10,D10,H12
10_47_40,12994_a,hg38,669,872,2291,10,47,40,A10,D11,D4
10_47_45,12994_a,hg38,1987,3103,7909,10,47,45,A10,D11,D9
10_47_50,12994_a,hg38,535,671,1764,10,47,50,A10,D11,E2
10_48_29,12994_a,hg38,359,450,1123,10,48,29,A10,D12,C5
10_48_62,12994_a,hg38,781,968,2491,10,48,62,A10,D12,F2
10_49_43,12994_a,hg38,614,734,1810,10,49,43,A10,E1,D7
10_49_95,12994_a,hg38,4986,12971,34437,10,49,95,A10,E1,H11
10_50_10,12994_a,hg38,904,1184,2984,10,50,10,A10,E2,A10
10_50_36,12994_a,hg38,267,316,842,10,50,36,A10,E2,C12
10_50_52,12994_a,hg38,625,791,2061,10,50,52,A10,E2,E4
10_52_09,12994_a,hg38,1041,1466,3904,10,52,9,A10,E4,A9
10_52_25,12994_a,hg38,410,508,1310,10,52,25,A10,E4,C1
10_52_36,12994_a,hg38,921,1297,3373,10,52,36,A10,E4,C12
10_52_51,12994_a,hg38,666,925,2378,10,52,51,A10,E4,E3
10_52_66,12994_a,hg38,2102,3415,8811,10,52,66,A10,E4,F6
10_53_17,12994_a,hg38,376,447,1189,10,53,17,A10,E5,B5
10_53_27,12994_a,hg38,631,807,2058,10,53,27,A10,E5,C3
10_53_36,12994_a,hg38,309,370,917,10,53,36,A10,E5,C12
10_53_44,12994_a,hg38,1933,3120,7853,10,53,44,A10,E5,D8
10_53_62,12994_a,hg38,389,491,1198,10,53,62,A10,E5,F2
10_54_08,12994_a,hg38,257,308,831,10,54,8,A10,E6,A8
10_54_16,12994_a,hg38,510,622,1650,10,54,16,A10,E6,B4
10_54_73,12994_a,hg38,852,1046,2819,10,54,73,A10,E6,G1
10_54_78,12994_a,hg38,403,503,1322,10,54,78,A10,E6,G6
10_55_16,12994_a,hg38,285,325,902,10,55,16,A10,E7,B4
10_55_21,12994_a,hg38,248,271,663,10,55,21,A10,E7,B9
10_55_22,12994_a,hg38,265,309,888,10,55,22,A10,E7,B10
10_55_35,12994_a,hg38,324,357,891,10,55,35,A10,E7,C11
10_55_50,12994_a,hg38,2269,3565,9275,10,55,50,A10,E7,E2
10_55_91,12994_a,hg38,271,306,784,10,55,91,A10,E7,H7
10_56_35,12994_a,hg38,6414,19559,50718,10,56,35,A10,E8,C11
10_56_65,12994_a,hg38,781,1051,2685,10,56,65,A10,E8,F5
10_56_75,12994_a,hg38,425,480,1189,10,56,75,A10,E8,G3
10_56_83,12994_a,hg38,660,853,2257,10,56,83,A10,E8,G11
10_56_84,12994_a,hg38,2022,3153,8203,10,56,84,A10,E8,G12
10_57_03,12994_a,hg38,394,474,1232,10,57,3,A10,E9,A3
10_57_44,12994_a,hg38,1041,1534,4042,10,57,44,A10,E9,D8
10_57_58,12994_a,hg38,455,535,1372,10,57,58,A10,E9,E10
10_57_78,12994_a,hg38,959,1258,3274,10,57,78,A10,E9,G6
10_58_20,12994_a,hg38,612,768,1947,10,58,20,A10,E10,B8
10_58_27,12994_a,hg38,487,586,1533,10,58,27,A10,E10,C3
10_58_30,12994_a,hg38,1753,3047,7829,10,58,30,A10,E10,C6
10_58_82,12994_a,hg38,504,617,1634,10,58,82,A10,E10,G10
10_58_88,12994_a,hg38,6443,19427,51118,10,58,88,A10,E10,H4
10_59_39,12994_a,hg38,490,602,1468,10,59,39,A10,E11,D3
10_59_40,12994_a,hg38,499,606,1638,10,59,40,A10,E11,D4
10_59_44,12994_a,hg38,534,679,1646,10,59,44,A10,E11,D8
10_59_54,12994_a,hg38,853,1117,2875,10,59,54,A10,E11,E6
10_59_65,12994_a,hg38,1322,1866,4641,10,59,65,A10,E11,F5
10_59_82,12994_a,hg38,340,413,1066,10,59,82,A10,E11,G10
10_60_96,12994_a,hg38,252,283,777,10,60,96,A10,E12,H12
10_61_03,12994_a,hg38,2078,3380,8425,10,61,3,A10,F1,A3
10_61_15,12994_a,hg38,3876,7967,20703,10,61,15,A10,F1,B3
10_61_29,12994_a,hg38,291,346,826,10,61,29,A10,F1,C5
10_61_38,12994_a,hg38,304,340,788,10,61,38,A10,F1,D2
10_61_96,12994_a,hg38,3014,5737,14808,10,61,96,A10,F1,H12
10_62_08,12994_a,hg38,859,1129,3017,10,62,8,A10,F2,A8
10_62_27,12994_a,hg38,1027,1429,3632,10,62,27,A10,F2,C3
10_62_57,12994_a,hg38,3821,8218,21502,10,62,57,A10,F2,E9
10_62_75,12994_a,hg38,1661,2517,6696,10,62,75,A10,F2,G3
10_62_79,12994_a,hg38,434,495,1321,10,62,79,A10,F2,G7
10_62_80,12994_a,hg38,393,474,1210,10,62,80,A10,F2,G8
10_63_58,12994_a,hg38,777,1066,2817,10,63,58,A10,F3,E10
10_63_65,12994_a,hg38,2744,5080,13223,10,63,65,A10,F3,F5
10_64_32,12994_a,hg38,559,727,1936,10,64,32,A10,F4,C8
10_64_42,12994_a,hg38,525,647,1680,10,64,42,A10,F4,D6
10_64_53,12994_a,hg38,843,1205,3122,10,64,53,A10,F4,E5
10_64_76,12994_a,hg38,527,684,1767,10,64,76,A10,F4,G4
10_65_18,12994_a,hg38,313,354,937,10,65,18,A10,F5,B6
10_65_21,12994_a,hg38,471,591,1714,10,65,21,A10,F5,B9
10_65_35,12994_a,hg38,779,1045,2774,10,65,35,A10,F5,C11
10_65_42,12994_a,hg38,274,319,866,10,65,42,A10,F5,D6
10_65_63,12994_a,hg38,4777,12397,33580,10,65,63,A10,F5,F3
10_65_70,12994_a,hg38,340,391,1115,10,65,70,A10,F5,F10
10_65_82,12994_a,hg38,1197,1832,5148,10,65,82,A10,F5,G10
10_65_89,12994_a,hg38,1528,2360,6147,10,65,89,A10,F5,H5
10_66_16,12994_a,hg38,391,453,1242,10,66,16,A10,F6,B4
10_66_32,12994_a,hg38,2148,3507,9926,10,66,32,A10,F6,C8
10_66_48,12994_a,hg38,652,808,2243,10,66,48,A10,F6,D12
10_66_61,12994_a,hg38,814,1151,3095,10,66,61,A10,F6,F1
10_66_80,12994_a,hg38,2359,4159,11461,10,66,80,A10,F6,G8
10_67_03,12994_a,hg38,1065,1518,4012,10,67,3,A10,F7,A3
10_67_22,12994_a,hg38,431,524,1425,10,67,22,A10,F7,B10
10_67_23,12994_a,hg38,531,665,1649,10,67,23,A10,F7,B11
10_67_43,12994_a,hg38,2276,3717,9643,10,67,43,A10,F7,D7
10_68_19,12994_a,hg38,405,485,1208,10,68,19,A10,F8,B7
10_68_31,12994_a,hg38,482,582,1428,10,68,31,A10,F8,C7
10_68_36,12994_a,hg38,4551,10528,27357,10,68,36,A10,F8,C12
10_68_70,12994_a,hg38,515,670,1685,10,68,70,A10,F8,F10
10_68_90,12994_a,hg38,1008,1348,3583,10,68,90,A10,F8,H6
10_69_06,12994_a,hg38,4398,10658,27539,10,69,6,A10,F9,A6
10_69_27,12994_a,hg38,535,656,1576,10,69,27,A10,F9,C3
10_69_36,12994_a,hg38,999,1395,3447,10,69,36,A10,F9,C12
10_69_53,12994_a,hg38,3716,7623,19417,10,69,53,A10,F9,E5
10_69_70,12994_a,hg38,1342,1879,4840,10,69,70,A10,F9,F10
10_69_95,12994_a,hg38,718,968,2415,10,69,95,A10,F9,H11
10_70_12,12994_a,hg38,284,324,790,10,70,12,A10,F10,A12
10_70_15,12994_a,hg38,586,758,2002,10,70,15,A10,F10,B3
10_70_16,12994_a,hg38,1210,1670,4229,10,70,16,A10,F10,B4
10_70_19,12994_a,hg38,1768,2566,6431,10,70,19,A10,F10,B7
10_70_24,12994_a,hg38,839,1136,2953,10,70,24,A10,F10,B12
10_70_40,12994_a,hg38,553,725,1932,10,70,40,A10,F10,D4
10_70_52,12994_a,hg38,664,776,2042,10,70,52,A10,F10,E4
10_70_54,12994_a,hg38,3995,8709,22709,10,70,54,A10,F10,E6
10_70_64,12994_a,hg38,1566,2342,5961,10,70,64,A10,F10,F4
10_70_68,12994_a,hg38,5675,15680,41852,10,70,68,A10,F10,F8
10_70_70,12994_a,hg38,780,1014,2577,10,70,70,A10,F10,F10
10_71_33,12994_a,hg38,1648,2402,6169,10,71,33,A10,F11,C9
10_71_60,12994_a,hg38,691,874,2135,10,71,60,A10,F11,E12
10_71_68,12994_a,hg38,511,650,1652,10,71,68,A10,F11,F8
10_71_90,12994_a,hg38,548,714,1872,10,71,90,A10,F11,H6
10_72_05,12994_a,hg38,265,304,751,10,72,5,A10,F12,A5
10_72_09,12994_a,hg38,645,844,2247,10,72,9,A10,F12,A9
10_72_18,12994_a,hg38,309,346,832,10,72,18,A10,F12,B6
10_72_22,12994_a,hg38,431,554,1415,10,72,22,A10,F12,B10
10_72_34,12994_a,hg38,711,935,2446,10,72,34,A10,F12,C10
10_72_39,12994_a,hg38,1247,1947,4987,10,72,39,A10,F12,D3
10_72_72,12994_a,hg38,5417,15166,41126,10,72,72,A10,F12,F12
10_72_93,12994_a,hg38,1393,2058,5357,10,72,93,A10,F12,H9
10_73_09,12994_a,hg38,645,821,2131,10,73,9,A10,G1,A9
10_73_18,12994_a,hg38,510,637,1683,10,73,18,A10,G1,B6
10_73_78,12994_a,hg38,566,688,1712,10,73,78,A10,G1,G6
10_74_04,12994_a,hg38,678,862,2189,10,74,4,A10,G2,A4
10_74_16,12994_a,hg38,495,619,1611,10,74,16,A10,G2,B4
10_74_33,12994_a,hg38,383,509,1352,10,74,33,A10,G2,C9
10_74_40,12994_a,hg38,543,736,1967,10,74,40,A10,G2,D4
10_74_82,12994_a,hg38,850,1150,2879,10,74,82,A10,G2,G10
10_75_25,12994_a,hg38,1945,3133,7999,10,75,25,A10,G3,C1
10_75_38,12994_a,hg38,1154,1725,4440,10,75,38,A10,G3,D2
10_75_40,12994_a,hg38,532,673,1719,10,75,40,A10,G3,D4
10_75_51,12994_a,hg38,3420,7023,18524,10,75,51,A10,G3,E3
10_75_89,12994_a,hg38,1777,2826,7310,10,75,89,A10,G3,H5
10_75_91,12994_a,hg38,1705,2790,7420,10,75,91,A10,G3,H7
10_76_55,12994_a,hg38,290,344,948,10,76,55,A10,G4,E7
10_76_63,12994_a,hg38,3204,6168,16003,10,76,63,A10,G4,F3
10_77_04,12994_a,hg38,391,442,1043,10,77,4,A10,G5,A4
10_77_15,12994_a,hg38,235,274,658,10,77,15,A10,G5,B3
10_77_60,12994_a,hg38,1767,2749,6810,10,77,60,A10,G5,E12
10_78_08,12994_a,hg38,512,607,1584,10,78,8,A10,G6,A8
10_78_23,12994_a,hg38,580,758,1964,10,78,23,A10,G6,B11
10_78_65,12994_a,hg38,794,1060,2868,10,78,65,A10,G6,F5
10_78_68,12994_a,hg38,511,665,1792,10,78,68,A10,G6,F8
10_78_72,12994_a,hg38,2466,4362,11925,10,78,72,A10,G6,F12
10_78_77,12994_a,hg38,394,457,1232,10,78,77,A10,G6,G5
10_79_12,12994_a,hg38,963,1364,3668,10,79,12,A10,G7,A12
10_79_25,12994_a,hg38,1138,1842,4998,10,79,25,A10,G7,C1
10_79_62,12994_a,hg38,855,1140,2933,10,79,62,A10,G7,F2
10_79_96,12994_a,hg38,558,711,1890,10,79,96,A10,G7,H12
10_80_17,12994_a,hg38,396,484,1257,10,80,17,A10,G8,B5
10_80_39,12994_a,hg38,432,540,1292,10,80,39,A10,G8,D3
10_80_69,12994_a,hg38,487,570,1420,10,80,69,A10,G8,F9
10_80_87,12994_a,hg38,412,515,1347,10,80,87,A10,G8,H3
10_81_27,12994_a,hg38,1981,3257,8104,10,81,27,A10,G9,C3
10_81_54,12994_a,hg38,834,1041,2687,10,81,54,A10,G9,E6
10_82_55,12994_a,hg38,1493,2317,5801,10,82,55,A10,G10,E7
