gene,logfoldchange,pval,pval_adj,score
ENSG00000277701,2.3878493,0.032812428846728574,0.9269594877670725,2.2715988
NLGN4Y,3.144514,0.03228730351856262,0.9269594877670725,2.267369
UBR1,2.3561783,0.03300709947316528,0.9269594877670725,2.266438
BBS9,3.4199302,0.033057869502713735,0.9269594877670725,2.2638004
MSH4,3.261288,0.03565638062252331,0.9269594877670725,2.2617555
HRH1,4.5829062,0.03810186334921586,0.9269594877670725,2.2589815
SCN8A,2.5568242,0.033235522870862594,0.9269594877670725,2.2585645
DNAH14,4.388548,0.037082798970239673,0.9269594877670725,2.2583473
RIMS1,4.2469807,0.03354926264901958,0.9269594877670725,2.254183
POLA2,3.3272583,0.0366744454233202,0.9269594877670725,2.253828
ATRNL1,5.6472063,0.03388139297931736,0.9269594877670725,2.2532341
VPS13B,2.4321432,0.032491484904465275,0.9269594877670725,2.2526438
ATL1,1.730833,0.03290193302823733,0.9269594877670725,2.2498443
FGF14,5.8112087,0.032525658433302546,0.9269594877670725,2.2495816
STOX2,2.1130505,0.032736246177896236,0.9269594877670725,2.2481017
KIAA1549L,3.2458315,0.03357363971600292,0.9269594877670725,2.2453418
LRRK1,4.878824,0.03942187741532473,0.9269594877670725,2.240245
NTM,14.987714,0.033577767254398476,0.9269594877670725,2.2349663
ENSG00000291154,2.3303561,0.03406674525322629,0.9269594877670725,2.23093
GOLGA8B,2.2346013,0.03571614151045606,0.9269594877670725,2.2293394
CALD1,2.2076936,0.03405042800183031,0.9269594877670725,2.2290552
NSFP1,3.5762708,0.039013153557664076,0.9269594877670725,2.2249877
NKAIN3,9.65917,0.03461926088925008,0.9269594877670725,2.220936
ZNF589,1.934474,0.03494377368631309,0.9269594877670725,2.2196195
SRRM3,2.0911016,0.035075094574893904,0.9269594877670725,2.2191458
LINC01515,2.8886635,0.03612295749366047,0.9269594877670725,2.2181754
SUZ12,2.5631614,0.038127436607841486,0.9269594877670725,2.21728
